rowid;name;force;level;mechanic;equipment;primaryMuscles;secondaryMuscles;instructions;category;images;id
535;Peroneals Stretch;static;intermediate;;other;"[""calves""]";[];"[""In a seated position; loop a belt; rope; or band around one foot. This will be your starting position.""; ""With the leg extended and the heel off of the ground; pull on the belt so that the foot is inverted; with the inside of the foot being pulled towards you. Hold for 10-20 seconds; and then switch sides.""]";stretching;"[""Peroneals_Stretch/0.jpg""; ""Peroneals_Stretch/1.jpg""]";Peroneals_Stretch
538;Piriformis-SMR;static;intermediate;isolation;foam roll;"[""glutes""]";[];"[""Sit with your buttocks on top of a foam roll. Bend your knees; and then cross one leg so that the ankle is over the knee. This will be your starting position.""; ""Shift your weight to the side of the crossed leg; rolling over the buttocks until you feel tension in your upper glute. You may assist the stretch by using one hand to pull the bent knee towards your chest. Hold this position for 10-30 seconds; and then switch sides.""]";stretching;"[""Piriformis-SMR/0.jpg""; ""Piriformis-SMR/1.jpg""]";Piriformis-SMR
539;Plank;static;beginner;isolation;body only;"[""abdominals""]";[];"[""Get into a prone position on the floor; supporting your weight on your toes and your forearms. Your arms are bent and directly below the shoulder.""; ""Keep your body straight at all times; and hold this position as long as possible. To increase difficulty; an arm or leg can be raised.""]";strength;"[""Plank/0.jpg""; ""Plank/1.jpg""]";Plank
540;Plate Pinch;static;intermediate;isolation;other;"[""forearms""]";[];"[""Grab two wide-rimmed plates and put them together with the smooth sides facing outward""; ""Use your fingers to grip the outside part of the plate and your thumb for the other side thus holding both plates together. This is the starting position.""; ""Squeeze the plate with your fingers and thumb. Hold this position for as long as you can.""; ""Repeat for the recommended amount of sets prescribed in your program.""; ""Switch arms and repeat the movements.""]";strength;"[""Plate_Pinch/0.jpg""; ""Plate_Pinch/1.jpg""]";Plate_Pinch
546;Posterior Tibialis Stretch;static;intermediate;;other;"[""calves""]";[];"[""In a seated position; loop a belt; rope; or band around one foot. This will be your starting position.""; ""With the leg extended and the heel off of the ground; pull on the belt so that the foot is everted; with the outside of the foot being pulled towards you. Hold for 10-20 seconds; and then switch sides.""]";stretching;"[""Posterior_Tibialis_Stretch/0.jpg""; ""Posterior_Tibialis_Stretch/1.jpg""]";Posterior_Tibialis_Stretch
557;Prone Manual Hamstring;static;beginner;isolation;;"[""hamstrings""]";[];"[""You will need a partner for this exercise. Lay face down with your legs straight. Your assistant will place their hand on your heel.""; ""To begin; flex the knee to curl your leg up. Your partner should provide resistance; starting light and increasing the pressure as the movement is completed. Communicate with your partner to monitor appropriate resistance levels.""; ""Pause at the top; returning the leg to the starting position as your partner provides resistance going the other direction.""]";strength;"[""Prone_Manual_Hamstring/0.jpg""; ""Prone_Manual_Hamstring/1.jpg""]";Prone_Manual_Hamstring
570;Pyramid;static;beginner;;exercise ball;"[""lower back""]";"[""shoulders""]";"[""Start off by rolling your torso forward onto the ball so your hips rest on top of the ball and become the highest point of your body.""; ""Rest your hands and feet on the floor. Your arms and legs can be slightly bent or straight; depending on the size of the ball; your flexibility; and the length of your limbs. This also helps develop stabilizing strength in your torso and shoulders.""]";stretching;"[""Pyramid/0.jpg""; ""Pyramid/1.jpg""]";Pyramid
571;Quad Stretch;static;intermediate;;other;"[""quadriceps""]";[];"[""Lay on your side. Loop a belt; rope; or band around your top foot. Flex the knee and extend your hip; attempting to touch your glutes with your foot; and holding the belt with your hands. This will be your starting position.""; ""With the belt being held over the shoulder or overhead; gently pull to increase the stretch in the quadriceps. Hold for 10-20 seconds; and then switch sides.""]";stretching;"[""Quad_Stretch/0.jpg""; ""Quad_Stretch/1.jpg""]";Quad_Stretch
572;Quadriceps-SMR;static;intermediate;isolation;foam roll;"[""quadriceps""]";[];"[""Lay facedown on the floor with your weight supported by your hands or forearms. Place a foam roll underneath one leg on the quadriceps; and keep the foot off of the ground. Make sure to relax the leg as much as possible. This will be your starting position.""; ""Shifting as much weight onto the leg to be stretched as is tolerable; roll over the foam from above the knee to below the hip; holding points of tension for 10-30 seconds. Switch sides.""]";stretching;"[""Quadriceps-SMR/0.jpg""; ""Quadriceps-SMR/1.jpg""]";Quadriceps-SMR
597;Rhomboids-SMR;static;intermediate;;foam roll;"[""middle back""]";"[""traps""]";"[""Lay down with your back on the floor. Place a foam roll underneath your upper back; and cross your arms in front of you; protracting your shoulders. This will be your starting position.""; ""Raise your hips off of the ground; placing your weight onto the foam roll. Shift your weight to one side at a time; rolling over your middle and upper back. Pause at points of tension for 10-30 seconds.""]";stretching;"[""Rhomboids-SMR/0.jpg""; ""Rhomboids-SMR/1.jpg""]";Rhomboids-SMR
610;Round The World Shoulder Stretch;static;beginner;;other;"[""shoulders""]";"[""biceps""; ""chest""]";"[""Stand up straight with your legs together; holding a bodybar or broomstick.""; ""Hold the pole behind your hips with a wider than shoulder width grip. Your palms should be down and your thumbs facing out.""; ""Slowly lift your arms up behind your head. Don't force it if it gets hard to lift further.""]";stretching;"[""Round_The_World_Shoulder_Stretch/0.jpg""; ""Round_The_World_Shoulder_Stretch/1.jpg""]";Round_The_World_Shoulder_Stretch
612;Runner's Stretch;static;beginner;;;"[""hamstrings""]";"[""calves""]";"[""It's easiest to get into this stretch if you start standing up; put one leg behind you; and slowly lower your torso down to the floor.""; ""Keep the front heel on the floor (if it lifts up; scoot your other leg further back).""; ""Place your hands on either side of your front leg. To get more out of this stretch; push your butt up toward the ceiling; and then gradually lower it back toward the floor. You'll Stretch the hip flexor of the back leg and the hamstring and buttocks of the front.""]";stretching;"[""Runners_Stretch/0.jpg""; ""Runners_Stretch/1.jpg""]";Runners_Stretch
625;Seated Biceps;static;expert;isolation;body only;"[""biceps""]";"[""chest""; ""shoulders""]";"[""Sit on the floor with your knees bent and your partner standing behind you. Extend your arms straight behind you with your palms facing each other. Your partner will hold your wrists for you. This will be the starting position.""; ""Attempt to flex your elbows; while your partner prevents any actual movement.""; ""After 10-20 seconds; relax your arms while your partner gently pulls your wrists up to stretch your biceps. Be sure to let your partner know when the stretch is appropriate to prevent injury or overstretching.""]";stretching;"[""Seated_Biceps/0.jpg""; ""Seated_Biceps/1.jpg""]";Seated_Biceps
629;Seated Calf Stretch;static;beginner;;;"[""calves""]";"[""hamstrings""; ""lower back""]";"[""Sit up straight on an exercise mat.""; ""Bend one knee and put that foot on the floor to stabilize the torso.""; ""Straighten your other leg and flex your ankle.""; ""Using a band; towel; or your hand if you can reach; pull the toes toward you. Hold for 10 to 20 seconds; then switch sides.""]";stretching;"[""Seated_Calf_Stretch/0.jpg""; ""Seated_Calf_Stretch/1.jpg""]";Seated_Calf_Stretch
637;Seated Floor Hamstring Stretch;static;beginner;;;"[""hamstrings""]";"[""calves""]";"[""Sit on a mat with your right leg extended in front of you and your left leg bent with your foot against your right inner thigh.""; ""Lean forward from your hips and reach for your ankle until you feel a stretch in your hamstring. Hold for 15 seconds; then repeat for your other side.""]";stretching;"[""Seated_Floor_Hamstring_Stretch/0.jpg""; ""Seated_Floor_Hamstring_Stretch/1.jpg""]";Seated_Floor_Hamstring_Stretch
638;Seated Front Deltoid;static;expert;;body only;"[""shoulders""]";"[""chest""]";"[""Sit upright on the floor with your legs bent; your partner standing behind you. Stick your arms straight out to your sides; with your palms facing the ground. Attempt to move them as far behind you as possible; as your assistant holds your wrists. This will be your starting position.""; ""Keeping your elbows straight; attempt to move your arms to the front; with your partner gently restraining you to prevent any actual movement for 10-20 seconds.""; ""Now; relax your muscles and allow your partner to gently increase the stretch on the shoulders and chest. Hold for 10 to 20 seconds.""]";stretching;"[""Seated_Front_Deltoid/0.jpg""; ""Seated_Front_Deltoid/1.jpg""]";Seated_Front_Deltoid
639;Seated Glute;static;expert;;body only;"[""glutes""]";"[""adductors""]";"[""In a seated position with your knees bent; cross one ankle over the opposite knee. Your partner will stand behind you. Now; lean forward as your partner braces your shoulders with their hands. This will be your starting position.""; ""Attempt to push your torso back for 10-20 seconds; as your partner prevents any actual movement of your torso.""; ""Now relax your muscles as your partner increases the stretch by gently pushing your torso forward for 10-20 seconds.""]";stretching;"[""Seated_Glute/0.jpg""; ""Seated_Glute/1.jpg""]";Seated_Glute
641;Seated Hamstring;static;expert;;;"[""hamstrings""]";"[""calves""]";"[""In a seated position with your legs extended; have your partner stand behind you. Now; lean forward as your partner braces your shoulders with their hands. This will be your starting position.""; ""Attempt to push your torso back for 10-20 seconds; as your partner prevents any actual movement of your torso.""; ""Now relax your muscles as your partner increases the stretch by gently pushing your torso forward for 10-20 seconds.""]";stretching;"[""Seated_Hamstring/0.jpg""; ""Seated_Hamstring/1.jpg""]";Seated_Hamstring
642;Seated Hamstring and Calf Stretch;static;intermediate;;other;"[""hamstrings""]";"[""calves""]";"[""Loop a belt; rope; or band around one foot. Sit down with both legs extended . This will be your starting position.""; ""Leaning forward slightly; pull on the belt to draw the toes of your foot back. Hold this position for 10-20 seconds and then repeat with the other leg.""]";stretching;"[""Seated_Hamstring_and_Calf_Stretch/0.jpg""; ""Seated_Hamstring_and_Calf_Stretch/1.jpg""]";Seated_Hamstring_and_Calf_Stretch
649;Seated Overhead Stretch;static;beginner;isolation;;"[""abdominals""]";[];"[""Sit up straight on an exercise mat.""; ""Touch the soles of your feet together with your feet six to eight inches in front of your hips.""; ""Place one hand on the floor beside you and your other hand behind your head.""; ""Lift your elbow to the ceiling as you incline your torso to the other side. Hold for 10 to 20 seconds; then switch sides.""]";stretching;"[""Seated_Overhead_Stretch/0.jpg""; ""Seated_Overhead_Stretch/1.jpg""]";Seated_Overhead_Stretch
661;Side-Lying Floor Stretch;static;beginner;;;"[""lats""]";[];"[""First lie on your left side; bending your left knee in front of you to stabilize your torso (use your abdominal muscles as well to hold you upright).""; ""Straighten your right leg and rest the right foot on the floor behind your left. Straighten your right arm over your head and gently pull on your right wrist to stretch the entire right side of the body. Switch sides.""]";stretching;"[""Side-Lying_Floor_Stretch/0.jpg""; ""Side-Lying_Floor_Stretch/1.jpg""]";Side-Lying_Floor_Stretch
662;Side Bridge;static;beginner;;body only;"[""abdominals""]";"[""shoulders""]";[];strength;"[""Side_Bridge/0.jpg""; ""Side_Bridge/1.jpg""]";Side_Bridge
668;Side Lying Groin Stretch;static;beginner;isolation;;"[""adductors""]";"[""hamstrings""]";"[""Start off by lying on your right side and bend your right knee in front of you to stabilize the torso.""; ""Rest your head on your right hand or shoulder. Lift your left leg upward and hold it by the back of the knee (easier) or the foot (harder).""; ""Pull your left knee in toward your left shoulder and simultaneously press your foot or knee down to the floor. To intensify this stretch; straighten your left leg. Switch sides.""]";stretching;"[""Side_Lying_Groin_Stretch/0.jpg""; ""Side_Lying_Groin_Stretch/1.jpg""]";Side_Lying_Groin_Stretch
669;Side Neck Stretch;static;beginner;isolation;;"[""neck""]";[];"[""Start with your shoulders relaxed; gently tilt your head towards your shoulder.""; ""Assist stretch with a gentle pull on the side of the head.""]";stretching;"[""Side_Neck_Stretch/0.jpg""; ""Side_Neck_Stretch/1.jpg""]";Side_Neck_Stretch
672;Side Wrist Pull;static;beginner;isolation;;"[""shoulders""]";"[""forearms""; ""lats""]";"[""This stretch works best standing. Cross your left arm over the midline of your body and hold the left wrist in your right hand down at the level of your hips. Start the stretch with a bent left arm.""; ""Slowly straighten; pull; and lift it up to shoulder height; as pictured. Feel this stretch originate in your back; not your shoulders; and don't pull too hard on the shoulders joint. Switch sides.""]";stretching;"[""Side_Wrist_Pull/0.jpg""; ""Side_Wrist_Pull/1.jpg""]";Side_Wrist_Pull
728;Spinal Stretch;static;beginner;isolation;;"[""middle back""]";"[""lats""; ""lower back""; ""neck""; ""traps""]";"[""Sit in a chair so your back is straight and your feet planted on the floor.""; ""Interlace your fingers behind your head; elbows out and your chin down.""; ""Twist your upper body to one side about 3 times as far as you can. Then lean forward and twist your torso to reach your elbow to the floor on the inside of your knee.""; ""Return to upright position and then repeat for your other side.""]";stretching;"[""Spinal_Stretch/0.jpg""; ""Spinal_Stretch/1.jpg""]";Spinal_Stretch
747;Standing Biceps Stretch;static;beginner;isolation;other;"[""biceps""]";"[""chest""; ""shoulders""]";"[""Clasp your hands behind your back with your palms together; straighten arms and then rotate them so your palms face downward.""; ""Raise your arms up and hold until you feel a stretch in your biceps.""]";stretching;"[""Standing_Biceps_Stretch/0.jpg""; ""Standing_Biceps_Stretch/1.jpg""]";Standing_Biceps_Stretch
760;Standing Elevated Quad Stretch;static;beginner;;other;"[""quadriceps""]";[];"[""Start by standing with your back about two to three feet away from a bench or step.""; ""Lift one leg behind you and rest your foot on the step;either on your instep or the ball of your foot; whichever you find most comfortable.""; ""Keep your supporting knee slightly bent and avoid letting that knee extend out beyond your toes. Switch sides.""]";stretching;"[""Standing_Elevated_Quad_Stretch/0.jpg""; ""Standing_Elevated_Quad_Stretch/1.jpg""]";Standing_Elevated_Quad_Stretch
762;Standing Gastrocnemius Calf Stretch;static;beginner;;;"[""calves""]";"[""hamstrings""]";"[""Place your right heel on a step with your knee extended and lean forward to grab your right toe with your right hand. Your left knee should be slightly bent and your back should be straight.""; ""Support your weight on your left leg and place your left hand on your left thigh.""; ""Pull your right toes toward your knee until you feel a stretch in your calf.""]";stretching;"[""Standing_Gastrocnemius_Calf_Stretch/0.jpg""; ""Standing_Gastrocnemius_Calf_Stretch/1.jpg""]";Standing_Gastrocnemius_Calf_Stretch
763;Standing Hamstring and Calf Stretch;static;beginner;;other;"[""hamstrings""]";[];"[""Being by looping a belt; band; or rope around one foot. While standing; place that foot forward.""; ""Bend your back leg; while keeping the front one straight. Now raise the toes of your front foot off of the ground and lean forward.""; ""Using the belt; pull on the top of the foot to increase the stretch in the calf. Hold for 10-20 seconds and repeat with the other foot.""]";stretching;"[""Standing_Hamstring_and_Calf_Stretch/0.jpg""; ""Standing_Hamstring_and_Calf_Stretch/1.jpg""]";Standing_Hamstring_and_Calf_Stretch
765;Standing Hip Flexors;static;beginner;isolation;;"[""quadriceps""]";[];"[""Stand up straight with the spine vertical; the left foot slightly in front of the right.""; ""Bend both knees and lift the back heel off the floor as you press the right hip forward. You can't get a thorough; deep stretch in this position; however; because it's hard to relax the hip flexor and stand on it at the same time. Switch sides.""]";stretching;"[""Standing_Hip_Flexors/0.jpg""; ""Standing_Hip_Flexors/1.jpg""]";Standing_Hip_Flexors
767;Standing Lateral Stretch;static;beginner;;;"[""abdominals""]";[];"[""Take a slightly wider than hip distance stance with your knees slightly bent.""; ""Place your right hand on your right hip to support the spine.""; ""Raise your left arm in a vertical line and place your left hand behind your head. Keep it there as you incline your torso to the right.""; ""Keep your weight evenly distributed between both legs (don't lean into your left hip). Switch sides.""]";stretching;"[""Standing_Lateral_Stretch/0.jpg""; ""Standing_Lateral_Stretch/1.jpg""]";Standing_Lateral_Stretch
773;Standing Olympic Plate Hand Squeeze;static;beginner;isolation;other;"[""forearms""]";"[""biceps""]";"[""To begin; stand straight while holding a weight plate by the ridge at arm's length in each hand using a neutral grip (palms facing in). You feet should be shoulder width apart from each other. This will be your starting position.""; ""Lower the plates until the fingers are nearly extended but can still hold weights. Inhale as you lower the plates.""; ""Now raise the plates back to the starting position as you exhale by closing your hands.""; ""Repeat for the recommended amount of repetitions prescribed in your program.""]";strength;"[""Standing_Olympic_Plate_Hand_Squeeze/0.jpg""; ""Standing_Olympic_Plate_Hand_Squeeze/1.jpg""]";Standing_Olympic_Plate_Hand_Squeeze
781;Standing Pelvic Tilt;static;beginner;isolation;;"[""lower back""]";"[""glutes""]";"[""Start off with your feet hip-distance apart.""; ""Bend your knees slightly to keep them soft and springy.""; ""You may want to move your pelvis forward and backward and back few times before holding the tailbone forward in this stretch.""]";stretching;"[""Standing_Pelvic_Tilt/0.jpg""; ""Standing_Pelvic_Tilt/1.jpg""]";Standing_Pelvic_Tilt
783;Standing Soleus And Achilles Stretch;static;beginner;isolation;;"[""calves""]";[];"[""Stand with your feet hip-distance apart; one foot slightly in front of the other.""; ""Bend both knees; keeping your back heel on the floor. Switch sides.""]";stretching;"[""Standing_Soleus_And_Achilles_Stretch/0.jpg""; ""Standing_Soleus_And_Achilles_Stretch/1.jpg""]";Standing_Soleus_And_Achilles_Stretch
784;Standing Toe Touches;static;beginner;;;"[""hamstrings""]";"[""calves""]";"[""Stand with some space in front and behind you.""; ""Bend at the waist; keeping your legs straight; until you can relax and let your upper body hang down in front of you. Let your arms and hands hang down naturally. Hold for 10 to 20 seconds.""]";stretching;"[""Standing_Toe_Touches/0.jpg""; ""Standing_Toe_Touches/1.jpg""]";Standing_Toe_Touches
793;Stomach Vacuum;static;beginner;isolation;body only;"[""abdominals""]";[];"[""To begin; stand straight with your feet shoulder width apart from each other. Place your hands on your hips. This is the starting position.""; ""Now slowly inhale as much air as possible and then start to exhale as much as possible while bringing your stomach in as much as possible and hold this position. Try to visualize your navel touching your backbone.""; ""One isometric contraction is around 20 seconds. During the 20 second hold; try to breathe normally. Then inhale and bring your stomach back to the starting position.""; ""Once you have practiced this exercise; try to perform this exercise for longer than 20 seconds. Tip: You can work your way up to 40-60 seconds.""; ""Repeat for the recommended amount of sets.""]";stretching;"[""Stomach_Vacuum/0.jpg""; ""Stomach_Vacuum/1.jpg""]";Stomach_Vacuum
802;Superman;static;beginner;compound;body only;"[""lower back""]";"[""glutes""; ""hamstrings""]";"[""To begin; lie straight and face down on the floor or exercise mat. Your arms should be fully extended in front of you. This is the starting position.""; ""Simultaneously raise your arms; legs; and chest off of the floor and hold this contraction for 2 seconds. Tip: Squeeze your lower back to get the best results from this exercise. Remember to exhale during this movement. Note: When holding the contracted position; you should look like superman when he is flying.""; ""Slowly begin to lower your arms; legs and chest back down to the starting position while inhaling.""; ""Repeat for the recommended amount of repetitions prescribed in your program.""]";stretching;"[""Superman/0.jpg""; ""Superman/1.jpg""]";Superman
814;The Straddle;static;beginner;;;"[""hamstrings""]";"[""adductors""; ""calves""]";"[""Begin in a seated; upright position. Start by extending your legs in front of you in a V.""; ""With your hands on the floor; lean forward as far as possible. Hold for 10 to 20 seconds.""]";stretching;"[""The_Straddle/0.jpg""; ""The_Straddle/1.jpg""]";The_Straddle
823;Tricep Side Stretch;static;beginner;;;"[""triceps""]";"[""shoulders""]";"[""Bring right arm across your body and over your left shoulder; holding your elbow with your left hand; until you feel a stretch in your tricep. Then repeat for your other arm.""]";stretching;"[""Tricep_Side_Stretch/0.jpg""; ""Tricep_Side_Stretch/1.jpg""]";Tricep_Side_Stretch
828;Triceps Stretch;static;beginner;isolation;;"[""triceps""]";"[""lats""]";"[""Reach your hand behind your head; grasp your elbow and gently pull. Hold for 10 to 20 seconds; then switch sides.""]";stretching;"[""Triceps_Stretch/0.jpg""; ""Triceps_Stretch/1.jpg""]";Triceps_Stretch
836;Upper Back-Leg Grab;static;beginner;;;"[""hamstrings""]";"[""lower back""; ""middle back""]";"[""While seated; bend forward to hug your thighs from underneath with both arms.""; ""Keep your knees together and your legs extended out as you bring your chest down to your knees. You can also stretch your middle back by pulling your back away from your knees as your hugging them.""]";stretching;"[""Upper_Back-Leg_Grab/0.jpg""; ""Upper_Back-Leg_Grab/1.jpg""]";Upper_Back-Leg_Grab
837;Upper Back Stretch;static;beginner;;;"[""middle back""]";"[""middle back""]";"[""Clasp fingers together with your thumbs pointing down; round your shoulders as you reach your hands forward.""]";stretching;"[""Upper_Back_Stretch/0.jpg""; ""Upper_Back_Stretch/1.jpg""]";Upper_Back_Stretch
841;Upward Stretch;static;beginner;;;"[""shoulders""]";"[""chest""; ""lats""]";"[""Extend both hands straight above your head; palms touching.""; ""Slowly push your hands up and back; keeping your back straight.""]";stretching;"[""Upward_Stretch/0.jpg""; ""Upward_Stretch/1.jpg""]";Upward_Stretch
866;World's Greatest Stretch;static;intermediate;;;"[""hamstrings""]";"[""calves""; ""glutes""; ""quadriceps""]";"[""This is a three-part stretch. Begin by lunging forward; with your front foot flat on the ground and on the toes of your back foot. With your knees bent; squat down until your knee is almost touching the ground. Keep your torso erect; and hold this position for 10-20 seconds.""; ""Now; place the arm on the same side as your front leg on the ground; with the elbow next to the foot. Your other hand should be placed on the ground; parallel to your lead leg; to help support you during this portion of the stretch.""; ""After 10-20 seconds; place your hands on either side of your front foot. Raise the toes of the front foot off of the ground; and straighten your leg. You may need to reposition your rear leg to do so. Hold for 10-20 seconds; and then repeat the entire sequence for the other side.""]";stretching;"[""Worlds_Greatest_Stretch/0.jpg""; ""Worlds_Greatest_Stretch/1.jpg""]";Worlds_Greatest_Stretch
